7e3, .2e3,      4., 1.,     66e-6, 2e-6
7.5e3, .2e3,    8., 1.,     58e-6, 2e-6
7.75e3, .2e3,   12., 1.,    50e-6, 2e-6
8e3, .2e3,      18., 1.,    40e-6, 2e-6
8.3e3, .2e3,    20., 1.,    30e-6, 2e-6
8.5e3, .2e3,    18., 1.,    18e-6, 2e-6
8.75e3, .2e3,   13.5, .5,   10e-6, 2e-6
9e3, .2e3,      12., 1.,    8e-6, 2e-6
9.5e3, .2e3,    7.5, 1.,    4e-6, 2e-6
10e3, .2e3,     6., 1.,     3e-6, 1e-6
10.5e3, .2e3,   5., 1.,     2.5e-6, 1e-6
11e3, .2e3,     4.5, 1.,    2e-6, 1e-6
