7.4, .1,  4, 1,   3.9, .1
6.7, .1,  8, 1,   2.9, .1
6.5, .1,  12, 1,  2.6, .1
6.4, .1,  14, 1,  2.4, .1
6.35, .1, 15, 1,  2.3, .1
6.3, .1,  16, 1,  2.2, .1
6.2, .1,  18, 1,  2, .1
6.1, .1,  21, 1,  1.5, .1
5.9, .1,  18, 1,  0.9, .1
5.8, .1,  16, 1,  0.7, .1
5.75, .1, 15, 1,  0.65, .1
5.65, .1, 14, 1,  0.6, .1
5.6, .1,  12, 1,  0.45, .1
5.3, .1,  8, 1,   0.25, .1
4.4, .1,  4, 1,   0.1, .1
