0., 3.4, 1e-6, .2
2.5e-6, 2.8, 1e-6, .2
5e-6, 2.4, 1e-6, .2
7.5e-6, 1.9, 1e-6, .2
10e-6, 1.6, 1e-6, .2
12.5e-6, 1.3, 1e-6, .2
15e-6, 1.15, 1e-6, .2
17.5e-6, .85, 1e-6, .2
20e-6, .8, 1e-6, .2
22.5e-6, .6, 1e-6, .2
25e-6, .55, 1e-6, .2
27.5e-6, .4, 1e-6, .2
