0.0, 0.0
20e-6, 1.
40e-6, 1.80
60e-6, 2.40
80e-6, 2.90
100e-6, 3.25
120e-6, 3.60
140e-6, 3.80
160e-6, 4.00
180e-6, 4.20
200e-6, 4.30
220e-6, 4.40
240e-6, 4.50
260e-6, 4.55
280e-6, 4.60
500e-6, 4.80
