0.0, 0.
20e-6, 1.
40e-6, 1.9
60e-6, 2.5
80e-6, 3
100e-6, 3.4
120e-6, 3.6
140e-6, 3.9
160e-6, 4.1
180e-6, 4.25
200e-6, 4.4
220e-6, 4.45
240e-6, 4.50
260e-6, 4.6
500e-6, 4.8
