78.2, 6.e-3
79.2, 5.3e-3
79.5, 5.2e-3
79.8, 5.1e-3
79.9, 5.e-3
80.0, 4.95e-3
80.1, 4.9e-3
80.1, 4.5e-3
83.7, 3.8e-3
83.7, 3.6e-3
85.1, 3.4e-3
88.2, 3.0e-3
90.0, 2.8e-3
94.2, 2.45e-3
96.7, 2.3e-3
98.2, 2.2e-3
